index,record_id,building_id,timestamp,season,subject_id,age,gender,ht,wt,ta,ta_h,ta_m,ta_l,top,tr,tg,tg_h,tg_m,tg_l,rh,vel,vel_h,vel_m,vel_l,met,clo,activity_10,activity_20,activity_30,activity_60,thermal_sensation,thermal_acceptability,thermal_preference,thermal_comfort,air_movement_acceptability,air_movement_preference,blind_curtain,fan,window,door,heater,rh_out,t_out_monthly,rh_out_isd,set,pmv,ppd,pmv_ce,ppd_ce,t_mot_isd,city,building_type,cooling_type,records,database,t_out_combined,country
45996,45997,365,2020-03-15T00:00:00Z,winter,,55.0,male,,,23.1,,23.1,,23.17,23.24,23.2,,23.2,,73.0,0.06,,0.06,,1.0,1.23,1.0,1.0,1.0,1.0,-1.0,acceptable,warmer,4.0,acceptable,less,,0.0,0.0,,0.0,,23.26,71.20526382407614,27.9,0.5,10.2,0.5,10.2,20.1,delhi,multifamily housing,mixed mode,14,2.1,18.552777777777777,india
46003,46004,365,2020-11-01T00:00:00Z,winter,,25.0,female,,,25.0,,25.0,,25.14,25.35,25.3,,25.3,,47.1,0.01,,0.01,,1.63,0.61,1.4,1.7,1.7,1.7,-1.0,acceptable,no change,3.0,unacceptable,more,,0.0,0.0,,0.0,,18.3,48.99227226108194,26.2,0.56,11.6,0.47,9.6,22.4,delhi,multifamily housing,mixed mode,14,2.1,21.476388888888888,india
46004,46005,365,2020-11-01T00:00:00Z,winter,,55.0,male,,,25.6,,25.6,,25.75,25.89,25.8,,25.8,,55.4,0.07,,0.07,,1.2,0.73,1.4,1.4,1.0,1.0,-1.0,acceptable,no change,5.0,acceptable,no change,,0.0,0.0,,0.0,,18.3,48.99227226108194,27.1,0.62,13.0,0.62,13.0,22.4,delhi,multifamily housing,mixed mode,14,2.1,21.476388888888888,india
46005,46006,365,2020-11-01T00:00:00Z,winter,,35.0,male,,,25.6,,25.6,,25.79,25.99,25.9,,25.9,,42.6,0.03,,0.03,,1.4,0.27,1.4,1.4,1.4,1.4,-1.0,acceptable,no change,5.0,acceptable,no change,,0.0,0.0,,0.0,,18.3,48.99227226108194,23.1,-0.02,5.0,0.07,5.1,22.4,delhi,multifamily housing,mixed mode,14,2.1,21.476388888888888,india
46006,46007,365,2020-12-14T00:00:00Z,winter,,25.0,male,,,19.1,,19.1,,19.1,19.1,19.1,,19.1,,66.1,0.06,,0.06,,1.1,0.77,1.1,1.1,1.1,1.1,-2.0,acceptable,warmer,3.0,acceptable,more,,0.0,0.0,,0.0,,14.23,78.79991031230482,20.5,-1.2,35.0,-1.2,35.0,17.1,delhi,multifamily housing,mixed mode,14,2.1,13.393055555555556,india
46007,46008,365,2020-12-14T00:00:00Z,winter,,55.0,male,,,20.4,,20.4,,21.76,23.12,22.5,,22.5,,66.2,0.03,,0.03,,1.1,0.89,1.1,1.1,1.1,1.1,-2.0,acceptable,warmer,5.0,acceptable,no change,,0.0,1.0,,1.0,,14.23,78.79991031230482,24.2,-0.26,6.4,-0.26,6.4,17.1,delhi,multifamily housing,mixed mode,14,2.1,13.393055555555556,india
46008,46009,365,2020-12-14T00:00:00Z,winter,,35.0,male,,,20.2,,20.2,,21.06,21.93,21.6,,21.6,,66.9,0.02,,0.02,,1.35,0.62,1.8,1.2,1.2,1.2,-1.0,acceptable,warmer,4.0,unacceptable,less,,0.0,0.0,,0.0,,14.23,78.79991031230482,22.0,-0.58,12.2,-0.58,12.2,17.1,delhi,multifamily housing,mixed mode,14,2.1,13.393055555555556,india
46009,46010,366,2020-03-01T00:00:00Z,winter,,35.0,female,,,23.4,,23.4,,22.72,21.71,22.4,,22.4,,63.5,0.12,,0.12,,1.35,0.74,1.4,1.4,1.4,1.2,1.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,23.26,72.4246123738837,24.8,-0.13,5.3,-0.16,5.6,20.4,delhi,multifamily housing,mixed mode,5,2.1,20.18055555555556,india
46010,46011,366,2020-03-01T00:00:00Z,winter,,25.0,male,,,24.8,,24.8,,25.06,25.31,25.2,,25.2,,58.6,0.03,,0.03,,1.05,0.39,1.1,1.1,1.0,1.0,1.0,acceptable,cooler,4.0,acceptable,more,,0.0,0.0,,0.0,,23.26,72.4246123738837,23.6,-0.4,8.4,-0.4,8.4,20.4,delhi,multifamily housing,mixed mode,5,2.1,20.18055555555556,india
46011,46012,366,2020-03-01T00:00:00Z,winter,,25.0,female,,,22.0,,22.0,,22.0,22.0,22.0,,22.0,,68.4,0.08,,0.08,,1.63,0.4,1.0,3.5,1.0,1.0,0.0,acceptable,no change,3.0,unacceptable,more,,0.0,0.0,,0.0,,23.26,72.4246123738837,21.6,-0.63,13.4,-0.7,15.3,20.4,delhi,multifamily housing,mixed mode,5,2.1,20.18055555555556,india
46015,46016,367,2020-03-08T00:00:00Z,winter,,45.0,female,,,22.5,,22.5,,22.72,23.06,22.9,,22.9,,59.6,0.05,,0.05,,1.7,0.56,1.8,1.8,1.7,1.5,0.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,23.26,75.31335641800938,24.1,-0.03,5.0,-0.16,5.5,18.8,delhi,multifamily housing,mixed mode,3,2.1,18.33333333333333,india
46016,46017,367,2020-03-08T00:00:00Z,winter,,55.0,male,,,23.3,,23.3,,23.0,22.56,22.9,,22.9,,59.6,0.18,,0.18,,1.48,1.22,1.0,1.7,1.7,1.5,0.0,acceptable,no change,5.0,unacceptable,no change,,0.0,1.0,,0.0,,23.26,75.31335641800938,29.6,0.59,12.4,0.42,8.7,18.8,delhi,multifamily housing,mixed mode,3,2.1,18.33333333333333,india
46017,46018,367,2020-03-08T00:00:00Z,winter,,25.0,male,,,22.7,,22.7,,22.86,23.03,22.9,,22.9,,58.5,0.11,,0.11,,1.1,0.76,1.1,1.1,1.1,1.1,0.0,acceptable,cooler,5.0,acceptable,no change,,0.0,1.0,,0.0,,23.26,75.31335641800938,24.2,-0.33,7.2,-0.22,6.0,18.8,delhi,multifamily housing,mixed mode,3,2.1,18.33333333333333,india
46018,46019,368,2020-03-08T00:00:00Z,winter,,55.0,female,,,22.1,,22.1,,22.23,22.36,22.3,,22.3,,53.4,0.03,,0.03,,1.0,0.81,0.8,0.8,1.2,1.2,-1.0,unacceptable,warmer,5.0,acceptable,no change,,0.0,1.0,,0.0,,23.26,75.31335641800938,23.4,-0.58,12.1,-0.58,12.1,18.8,delhi,multifamily housing,mixed mode,3,2.1,18.33333333333333,india
46019,46020,368,2020-03-08T00:00:00Z,winter,,55.0,male,,,21.7,,21.7,,22.11,22.53,22.3,,22.3,,51.6,0.05,,0.05,,1.18,1.33,1.0,1.5,1.1,1.1,-1.0,unacceptable,warmer,5.0,acceptable,no change,,0.0,1.0,,0.0,,23.26,75.31335641800938,27.7,0.45,9.2,0.45,9.2,18.8,delhi,multifamily housing,mixed mode,3,2.1,18.33333333333333,india
46021,46022,369,2020-03-14T00:00:00Z,winter,,45.0,female,,,22.2,,22.2,,22.68,23.16,22.8,,22.8,,63.0,0.1,,0.1,,1.23,0.99,1.7,1.2,1.0,1.0,-1.0,acceptable,warmer,5.0,acceptable,no change,,0.0,1.0,,0.0,,23.26,83.51456056068659,26.4,0.12,5.3,0.15,5.5,20.2,delhi,multifamily housing,mixed mode,10,2.1,19.094444444444445,india
46022,46023,369,2020-03-14T00:00:00Z,winter,,55.0,male,,,23.5,,23.5,,22.8,22.1,22.7,,22.7,,58.9,0.14,,0.14,,1.0,0.76,1.0,1.0,1.0,1.0,-1.0,acceptable,warmer,5.0,acceptable,no change,,0.0,1.0,,0.0,,23.26,83.51456056068659,23.6,-0.59,12.3,-0.49,10.0,20.2,delhi,multifamily housing,mixed mode,10,2.1,19.094444444444445,india
46027,46028,369,2020-11-22T00:00:00Z,winter,,45.0,female,,,20.2,,20.2,,20.66,21.12,20.9,,20.9,,36.8,0.03,,0.03,,1.4,0.84,1.4,1.4,1.4,1.4,-3.0,unacceptable,warmer,4.0,acceptable,no change,,0.0,0.0,,0.0,,18.3,57.223991331363855,23.3,-0.4,8.4,-0.32,7.2,17.7,delhi,multifamily housing,mixed mode,10,2.1,15.416666666666666,india
46028,46029,369,2020-11-22T00:00:00Z,winter,,55.0,male,,,23.0,,23.0,,22.24,21.1,21.5,,21.5,,38.6,0.02,,0.02,,1.7,1.42,1.7,1.7,1.7,1.7,-1.0,acceptable,no change,5.0,acceptable,no change,,0.0,0.0,,0.0,,18.3,57.223991331363855,30.6,0.75,16.8,0.63,13.3,17.7,delhi,multifamily housing,mixed mode,10,2.1,15.416666666666666,india
46029,46030,369,2020-11-22T00:00:00Z,winter,,35.0,male,,,19.5,,19.5,,20.16,20.81,20.6,,20.6,,39.1,0.01,,0.01,,1.4,0.67,1.4,1.4,1.4,1.4,0.0,acceptable,no change,6.0,acceptable,more,,0.0,0.0,,0.0,,18.3,57.223991331363855,21.5,-0.75,17.0,-0.75,17.0,17.7,delhi,multifamily housing,mixed mode,10,2.1,15.416666666666666,india
46030,46031,369,2020-12-20T00:00:00Z,winter,,45.0,female,,,15.1,,15.1,,15.77,16.78,16.5,,16.5,,58.2,0.01,,0.01,,2.18,0.78,2.5,2.5,2.5,1.2,-3.0,acceptable,warmer,4.0,acceptable,no change,,0.0,0.0,,0.0,,14.23,64.8122446270918,22.0,-0.68,14.8,-0.88,21.3,11.5,delhi,multifamily housing,mixed mode,10,2.1,12.959722222222222,india
46031,46032,369,2020-12-20T00:00:00Z,winter,,55.0,male,,,15.3,,15.3,,16.26,17.22,16.9,,16.9,,57.4,0.01,,0.01,,1.13,0.64,1.1,1.1,1.1,1.2,-1.0,acceptable,warmer,4.0,acceptable,more,,0.0,0.0,,0.0,,14.23,64.8122446270918,16.7,,,-2.4,91.2,11.5,delhi,multifamily housing,mixed mode,10,2.1,12.959722222222222,india
46032,46033,369,2020-12-20T00:00:00Z,winter,,35.0,male,,,18.5,,18.5,,18.5,18.5,18.5,,18.5,,50.4,0.0,,0.0,,1.1,0.71,1.1,1.1,1.1,1.1,-1.0,acceptable,warmer,2.0,acceptable,no change,,0.0,0.0,,0.0,,14.23,64.8122446270918,19.3,-1.61,57.1,-1.61,57.1,11.5,delhi,multifamily housing,mixed mode,10,2.1,12.959722222222222,india
46033,46034,370,2020-03-14T00:00:00Z,winter,,35.0,female,,,24.0,,24.0,,23.69,23.39,23.6,,23.6,,56.7,0.08,,0.08,,1.1,0.48,1.0,1.1,1.1,1.2,-1.0,acceptable,no change,5.0,acceptable,no change,,0.0,0.0,,0.0,,23.26,83.51456056068659,22.7,-0.6,12.4,-0.6,12.4,20.2,delhi,multifamily housing,mixed mode,2,2.1,19.094444444444445,india
46034,46035,370,2020-03-14T00:00:00Z,winter,,35.0,male,,,23.0,,23.0,,23.52,24.04,23.7,,23.7,,58.7,0.07,,0.07,,1.1,0.72,1.0,1.0,1.2,1.2,0.0,acceptable,no change,5.0,unacceptable,more,,0.0,0.0,,0.0,,23.26,83.51456056068659,24.6,-0.1,5.2,-0.1,5.2,20.2,delhi,multifamily housing,mixed mode,2,2.1,19.094444444444445,india
46035,46036,371,2020-03-15T00:00:00Z,winter,,55.0,female,,,22.8,,22.8,,22.8,22.8,22.8,,22.8,,57.5,0.07,,0.07,,1.33,0.64,1.1,1.4,1.4,1.4,1.0,acceptable,cooler,4.0,acceptable,more,,0.0,1.0,,0.0,,23.26,71.20526382407614,23.8,-0.27,6.5,-0.21,5.9,20.1,delhi,multifamily housing,mixed mode,4,2.1,18.552777777777777,india
46036,46037,371,2020-03-15T00:00:00Z,winter,,55.0,male,,,22.8,,22.8,,22.95,23.11,23.0,,23.0,,61.3,0.08,,0.08,,1.25,0.71,1.1,1.1,1.4,1.4,0.0,acceptable,no change,4.0,unacceptable,more,,0.0,0.0,,0.0,,23.26,71.20526382407614,24.4,-0.19,5.7,-0.11,5.3,20.1,delhi,multifamily housing,mixed mode,4,2.1,18.552777777777777,india
46037,46038,371,2020-03-15T00:00:00Z,winter,,25.0,female,,,22.8,,22.8,,22.54,22.28,22.5,,22.5,,55.2,0.13,,0.13,,1.0,1.3,1.0,1.0,1.0,1.0,0.0,acceptable,no change,5.0,acceptable,more,,0.0,1.0,,0.0,,23.26,71.20526382407614,27.0,0.2,5.9,0.2,5.9,20.1,delhi,multifamily housing,mixed mode,4,2.1,18.552777777777777,india
46039,46040,372,2020-03-15T00:00:00Z,winter,,55.0,female,,,25.3,,25.3,,25.15,25.0,25.1,,25.1,,57.1,0.08,,0.08,,1.0,0.67,0.8,1.2,1.2,0.8,0.0,acceptable,no change,6.0,acceptable,more,,0.0,1.0,,0.0,,23.26,71.20526382407614,25.6,0.13,5.4,0.13,5.4,20.1,delhi,multifamily housing,mixed mode,19,2.1,18.552777777777777,india
46040,46041,372,2020-03-15T00:00:00Z,winter,,55.0,male,,,24.4,,24.4,,24.0,23.61,23.9,,23.9,,56.2,0.09,,0.09,,1.25,0.51,1.0,1.0,1.5,1.5,-1.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,23.26,71.20526382407614,23.6,-0.31,6.9,-0.24,6.2,20.1,delhi,multifamily housing,mixed mode,19,2.1,18.552777777777777,india
46042,46043,372,2020-03-15T00:00:00Z,winter,,25.0,male,,,24.5,,24.5,,25.1,25.69,25.3,,25.3,,57.5,0.07,,0.07,,1.05,0.53,0.8,1.0,1.0,1.4,-1.0,acceptable,no change,6.0,acceptable,more,,0.0,0.0,,0.0,,23.26,71.20526382407614,24.7,-0.08,5.1,-0.08,5.1,20.1,delhi,multifamily housing,mixed mode,19,2.1,18.552777777777777,india
46051,46052,372,2020-11-01T00:00:00Z,winter,,55.0,female,,,26.3,,26.3,,25.91,25.32,25.5,,25.5,,42.4,0.02,,0.02,,1.8,0.59,1.8,1.8,1.8,1.8,0.0,acceptable,no change,6.0,acceptable,no change,,0.0,0.0,,0.0,,18.3,48.99227226108194,26.9,0.8,18.6,0.54,11.1,22.4,delhi,multifamily housing,mixed mode,19,2.1,21.476388888888888,india
46052,46053,372,2020-11-01T00:00:00Z,winter,,55.0,male,,,24.8,,24.8,,25.25,25.7,25.5,,25.5,,44.6,0.03,,0.03,,1.1,0.61,1.1,1.1,1.1,1.1,-2.0,acceptable,no change,6.0,acceptable,no change,,0.0,0.0,,0.0,,18.3,48.99227226108194,25.2,0.15,5.5,0.15,5.5,22.4,delhi,multifamily housing,mixed mode,19,2.1,21.476388888888888,india
46053,46054,372,2020-11-01T00:00:00Z,winter,,25.0,male,,,25.5,,25.5,,25.57,25.64,25.6,,25.6,,43.6,0.04,,0.04,,1.1,0.89,1.1,1.1,1.1,1.1,0.0,acceptable,no change,5.0,acceptable,no change,,0.0,0.0,,0.0,,18.3,48.99227226108194,27.3,0.66,14.0,0.66,14.0,22.4,delhi,multifamily housing,mixed mode,19,2.1,21.476388888888888,india
46054,46055,372,2020-11-01T00:00:00Z,winter,,55.0,female,,,26.3,,26.3,,25.67,25.04,25.2,,25.2,,41.1,0.01,,0.01,,1.1,0.7,1.1,1.1,1.1,1.1,-1.0,acceptable,no change,3.0,unacceptable,less,,0.0,0.0,,0.0,,18.3,48.99227226108194,26.0,0.43,8.9,0.43,8.9,22.4,delhi,multifamily housing,mixed mode,19,2.1,21.476388888888888,india
46055,46056,372,2020-12-14T00:00:00Z,winter,,55.0,female,,,19.2,,19.2,,19.26,19.32,19.3,,19.3,,49.7,0.01,,0.01,,1.05,1.26,1.2,1.0,1.0,1.0,-2.0,acceptable,warmer,3.0,acceptable,no change,,0.0,0.0,,0.0,,14.23,78.79991031230482,23.8,-0.45,9.2,-0.45,9.2,17.1,delhi,multifamily housing,mixed mode,19,2.1,13.393055555555556,india
