index,record_id,building_id,timestamp,season,subject_id,age,gender,ht,wt,ta,ta_h,ta_m,ta_l,top,tr,tg,tg_h,tg_m,tg_l,rh,vel,vel_h,vel_m,vel_l,met,clo,activity_10,activity_20,activity_30,activity_60,thermal_sensation,thermal_acceptability,thermal_preference,thermal_comfort,air_movement_acceptability,air_movement_preference,blind_curtain,fan,window,door,heater,rh_out,t_out_monthly,rh_out_isd,set,pmv,ppd,pmv_ce,ppd_ce,t_mot_isd,city,building_type,cooling_type,records,database,t_out_combined,country
45181,45182,274,2021-03-12T00:00:00Z,winter,,25.0,female,,,28.9,,28.9,,29.31,29.92,29.4,,29.4,,82.0,0.28,,0.28,,1.1,0.52,1.1,1.1,1.1,1.1,2.0,unacceptable,cooler,4.0,acceptable,more,,1.0,0.0,,0.0,,27.94,40.51937088978429,30.2,1.38,44.3,1.11,31.0,28.7,ahmedabad,multifamily housing,naturally ventilated,5,2.1,28.709722222222226,india
45186,45187,275,2021-02-18T00:00:00Z,winter,,45.0,female,,,27.5,,27.5,,28.07,29.41,28.1,,28.1,,81.7,0.93,,0.93,,1.78,0.51,1.0,1.8,1.8,2.5,0.0,acceptable,no change,6.0,acceptable,no change,,1.0,0.0,,0.0,,22.77,37.8108868213475,29.0,,,0.34,7.4,,ahmedabad,multifamily housing,naturally ventilated,8,2.1,25.195833333333333,india
45187,45188,275,2021-02-18T00:00:00Z,winter,,25.0,male,,,27.4,,27.4,,27.89,28.63,27.9,,27.9,,77.9,0.47,,0.47,,1.0,0.35,1.0,1.0,1.0,1.0,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,0.0,,0.0,,22.77,37.8108868213475,24.4,-0.12,5.3,-0.25,6.2,,ahmedabad,multifamily housing,naturally ventilated,8,2.1,25.195833333333333,india
45188,45189,275,2021-03-12T00:00:00Z,winter,,45.0,female,,,30.6,,30.6,,30.99,31.9,31.0,,31.0,,85.6,1.03,,1.03,,1.13,0.57,1.1,1.1,1.1,1.2,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,40.51937088978429,31.1,,,1.27,39.0,28.7,ahmedabad,multifamily housing,naturally ventilated,8,2.1,28.709722222222226,india
45189,45190,275,2021-03-12T00:00:00Z,winter,,25.0,female,,,30.5,,30.5,,31.01,32.21,31.0,,31.0,,81.0,1.16,,1.16,,1.1,0.51,1.1,1.1,1.1,1.1,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,40.51937088978429,29.4,,,1.01,26.4,28.7,ahmedabad,multifamily housing,naturally ventilated,8,2.1,28.709722222222226,india
45191,45192,276,2021-02-18T00:00:00Z,winter,,35.0,female,,,28.2,,28.2,,28.44,28.8,28.7,,28.7,,77.9,0.02,,0.02,,1.63,0.66,1.8,1.8,1.8,1.1,0.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,22.77,37.8108868213475,32.4,1.59,55.8,1.44,47.4,,ahmedabad,multifamily housing,naturally ventilated,4,2.1,25.195833333333333,india
45192,45193,276,2021-02-18T00:00:00Z,winter,,35.0,male,,,28.5,,28.5,,28.77,29.04,28.9,,28.9,,80.9,0.05,,0.05,,1.25,0.27,1.0,1.0,1.5,1.5,0.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,22.77,37.8108868213475,28.4,1.17,33.6,1.17,33.6,,ahmedabad,multifamily housing,naturally ventilated,4,2.1,25.195833333333333,india
45193,45194,276,2021-03-12T00:00:00Z,winter,,35.0,female,,,32.5,,32.5,,32.74,33.31,32.8,,32.8,,82.6,0.67,,0.67,,1.1,0.66,1.1,1.1,1.1,1.1,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,40.51937088978429,35.3,,,2.21,85.1,28.7,ahmedabad,multifamily housing,naturally ventilated,4,2.1,28.709722222222226,india
45196,45197,277,2021-02-18T00:00:00Z,winter,,25.0,female,,,27.5,,27.5,,27.76,28.16,27.8,,27.8,,83.7,0.34,,0.34,,1.6,0.25,1.8,1.8,1.8,1.0,2.0,acceptable,warmer,5.0,acceptable,more,,1.0,1.0,,0.0,,22.77,37.8108868213475,27.3,0.63,13.3,0.14,5.4,,ahmedabad,multifamily housing,naturally ventilated,6,2.1,25.195833333333333,india
45197,45198,277,2021-02-18T00:00:00Z,winter,,25.0,male,,,27.5,,27.5,,27.92,28.9,27.9,,27.9,,79.9,1.17,,1.17,,1.13,0.25,1.0,1.0,1.0,1.5,0.0,acceptable,no change,5.0,acceptable,more,,1.0,1.0,,0.0,,22.77,37.8108868213475,22.1,,,-0.93,23.3,,ahmedabad,multifamily housing,naturally ventilated,6,2.1,25.195833333333333,india
45198,45199,277,2021-03-12T00:00:00Z,winter,,25.0,female,,,30.5,,30.5,,30.9,31.83,30.9,,30.9,,86.1,1.08,,1.08,,1.2,0.66,1.0,1.0,1.0,1.8,0.0,acceptable,cooler,5.0,acceptable,more,,1.0,0.0,,0.0,,27.94,40.51937088978429,32.3,,,1.4,45.3,28.7,ahmedabad,multifamily housing,naturally ventilated,6,2.1,28.709722222222226,india
45199,45200,277,2021-03-12T00:00:00Z,winter,,25.0,male,,,30.7,,30.7,,30.86,31.25,30.9,,30.9,,86.2,0.67,,0.67,,1.13,0.4,1.0,1.0,1.0,1.5,0.0,acceptable,no change,5.0,acceptable,more,,1.0,0.0,,0.0,,27.94,40.51937088978429,30.2,,,1.13,31.8,28.7,ahmedabad,multifamily housing,naturally ventilated,6,2.1,28.709722222222226,india
45201,45202,278,2021-02-18T00:00:00Z,winter,,25.0,female,,,27.7,,27.7,,27.7,27.7,27.7,,27.7,,83.3,0.13,,0.13,,1.03,0.42,1.0,1.0,1.0,1.1,0.0,acceptable,no change,6.0,acceptable,no change,,0.0,1.0,,0.0,,22.77,37.8108868213475,28.4,0.73,16.2,0.83,19.6,,ahmedabad,multifamily housing,naturally ventilated,3,2.1,25.195833333333333,india
45202,45203,278,2021-03-12T00:00:00Z,winter,,25.0,female,,,30.2,,30.2,,30.7,31.46,30.8,,30.8,,81.3,0.31,,0.31,,1.38,0.4,1.0,1.0,1.0,2.5,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,40.51937088978429,32.5,,,1.29,39.7,28.7,ahmedabad,multifamily housing,naturally ventilated,3,2.1,28.709722222222226,india
45206,45207,279,2021-02-27T00:00:00Z,winter,,55.0,female,,,28.2,,28.2,,28.68,29.79,28.8,,28.8,,81.2,0.59,,0.59,,1.38,0.44,1.0,1.0,1.0,2.5,0.0,acceptable,cooler,5.0,acceptable,more,,1.0,1.0,,0.0,,22.77,46.46854447935672,28.2,0.98,25.4,0.43,8.8,25.8,ahmedabad,multifamily housing,mixed mode,1,2.1,28.12361111111111,india
45207,45208,279,2021-02-27T00:00:00Z,winter,,55.0,male,,,28.2,,28.2,,28.72,29.94,28.8,,28.8,,83.2,0.75,,0.75,,1.0,0.35,1.0,1.0,1.0,1.0,0.0,acceptable,no change,6.0,acceptable,more,,1.0,1.0,,0.0,,22.77,46.46854447935672,24.9,0.18,5.6,-0.11,5.3,25.8,ahmedabad,multifamily housing,mixed mode,1,2.1,28.12361111111111,india
45208,45209,279,2021-02-27T00:00:00Z,winter,,25.0,female,,,28.6,,28.6,,29.12,30.34,29.1,,29.1,,80.7,1.17,,1.17,,1.0,0.42,1.0,1.0,1.0,1.0,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,46.46854447935672,25.1,,,-0.06,5.1,25.8,ahmedabad,multifamily housing,mixed mode,1,2.1,28.12361111111111,india
45209,45210,279,2021-03-19T00:00:00Z,winter,,55.0,female,,,30.8,,30.8,,31.01,31.32,31.1,,31.1,,86.3,0.16,,0.16,,1.8,0.47,1.8,1.8,1.8,1.8,0.0,acceptable,cooler,5.0,acceptable,more,,0.0,1.0,,0.0,,27.94,36.47338402656679,35.0,,,1.63,57.9,29.8,ahmedabad,multifamily housing,mixed mode,1,2.1,29.647222222222226,india
45210,45211,279,2021-03-19T00:00:00Z,winter,,55.0,male,,,31.0,,31.0,,31.08,31.19,31.1,,31.1,,85.8,0.22,,0.22,,1.5,0.85,1.5,1.5,1.5,1.5,0.0,acceptable,cooler,4.0,acceptable,more,,1.0,1.0,,0.0,,27.94,36.47338402656679,37.0,,,1.94,74.0,29.8,ahmedabad,multifamily housing,mixed mode,1,2.1,29.647222222222226,india
45211,45212,280,2021-03-10T00:00:00Z,winter,,25.0,female,,,31.5,,31.5,,31.73,32.28,31.8,,31.8,,77.0,0.58,,0.58,,1.95,0.76,1.4,1.4,2.5,2.5,1.0,acceptable,cooler,5.0,acceptable,no change,,0.0,1.0,,0.0,,27.94,38.8639536019397,36.5,,,1.6,56.2,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45212,45213,280,2021-03-10T00:00:00Z,winter,,25.0,female,,,31.7,,31.7,,31.7,31.7,31.7,,31.7,,88.9,1.77,,1.77,,1.25,0.61,1.0,1.5,1.5,1.0,1.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,38.8639536019397,33.6,,,1.47,49.5,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45213,45214,280,2021-03-10T00:00:00Z,winter,,25.0,female,,,31.5,,31.5,,31.74,32.31,31.8,,31.8,,93.0,0.65,,0.65,,1.13,0.57,1.0,1.0,1.0,1.5,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,38.8639536019397,34.6,,,1.94,74.2,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45214,45215,281,2021-03-10T00:00:00Z,winter,,55.0,female,,,32.0,,32.0,,32.0,32.0,32.0,,32.0,,84.1,1.41,,1.41,,1.8,0.76,1.8,1.8,1.8,1.8,0.0,acceptable,no change,6.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,38.8639536019397,36.0,,,1.53,52.3,28.7,ahmedabad,multifamily housing,naturally ventilated,2,2.1,28.497222222222224,india
45215,45216,281,2021-03-10T00:00:00Z,winter,,55.0,male,,,32.0,,32.0,,32.11,32.37,32.1,,32.1,,89.1,1.39,,1.39,,1.0,0.42,1.0,1.0,1.0,1.0,1.0,acceptable,cooler,4.0,acceptable,more,,1.0,1.0,,0.0,,27.94,38.8639536019397,31.2,,,1.44,47.8,28.7,ahmedabad,multifamily housing,naturally ventilated,2,2.1,28.497222222222224,india
45216,45217,282,2021-03-10T00:00:00Z,winter,,55.0,female,,,31.3,,31.3,,31.57,31.97,31.6,,31.6,,88.8,0.38,,0.38,,1.38,0.37,1.0,1.0,1.0,2.5,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,38.8639536019397,34.5,,,1.6,56.4,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45217,45218,282,2021-03-10T00:00:00Z,winter,,55.0,male,,,31.9,,31.9,,31.51,30.93,31.5,,31.5,,84.8,0.48,,0.48,,1.1,0.59,1.2,1.2,1.2,0.8,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,38.8639536019397,34.1,,,1.86,69.9,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45218,45219,282,2021-03-10T00:00:00Z,winter,,35.0,female,,,31.9,,31.9,,31.61,30.93,31.5,,31.5,,84.8,0.48,,0.48,,2.13,0.57,2.5,2.5,2.5,1.0,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,38.8639536019397,36.8,,,1.75,64.6,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45219,45220,283,2021-03-10T00:00:00Z,winter,,55.0,female,,,31.3,,31.3,,31.69,32.59,31.7,,31.7,,85.5,1.02,,1.02,,1.35,0.61,1.2,1.2,1.2,1.8,0.0,acceptable,cooler,5.0,acceptable,more,,1.0,1.0,,0.0,,27.94,38.8639536019397,34.0,,,1.52,52.0,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45220,45221,283,2021-03-10T00:00:00Z,winter,,25.0,female,,,31.3,,31.3,,31.71,32.66,31.7,,31.7,,86.2,1.17,,1.17,,1.98,0.76,1.8,1.8,1.8,2.5,0.0,acceptable,cooler,5.0,acceptable,more,,1.0,1.0,,0.0,,27.94,38.8639536019397,36.5,,,1.66,59.6,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45221,45222,283,2021-03-10T00:00:00Z,winter,,25.0,male,,,31.1,,31.1,,31.58,32.69,31.6,,31.6,,88.4,0.99,,0.99,,1.33,0.71,1.2,1.2,1.2,1.7,0.0,unacceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,38.8639536019397,34.6,,,1.69,61.0,28.7,ahmedabad,multifamily housing,mixed mode,3,2.1,28.497222222222224,india
45224,45225,284,2021-02-28T00:00:00Z,winter,,55.0,female,,,29.0,,29.0,,29.45,30.51,29.5,,29.5,,79.4,0.83,,0.83,,2.13,0.59,1.0,2.5,2.5,2.5,0.0,acceptable,no change,5.0,acceptable,more,,1.0,1.0,,0.0,,22.77,54.09793785765874,33.4,,,0.99,25.9,26.6,ahmedabad,multifamily housing,naturally ventilated,4,2.1,27.60833333333333,india
45225,45226,284,2021-02-28T00:00:00Z,winter,,25.0,male,,,28.9,,28.9,,29.38,30.51,29.4,,29.4,,73.9,0.98,,0.98,,1.13,0.51,1.0,1.0,1.0,1.5,0.0,acceptable,cooler,5.0,acceptable,more,,1.0,1.0,,0.0,,22.77,54.09793785765874,26.9,,,0.4,8.3,26.6,ahmedabad,multifamily housing,naturally ventilated,4,2.1,27.60833333333333,india
45230,45231,286,2021-02-28T00:00:00Z,winter,,55.0,female,,,30.0,,30.0,,30.18,30.61,30.2,,30.2,,86.0,0.85,,0.85,,1.0,0.61,1.0,1.0,1.0,1.0,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,54.09793785765874,29.9,1.63,58.0,1.09,30.0,26.6,ahmedabad,multifamily housing,naturally ventilated,4,2.1,27.60833333333333,india
45231,45232,286,2021-02-28T00:00:00Z,winter,,35.0,female,,,29.6,,29.6,,29.84,30.4,29.9,,29.9,,85.0,0.62,,0.62,,1.45,0.25,1.1,1.1,1.1,2.5,3.0,unacceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,54.09793785765874,28.2,1.22,36.5,0.48,9.9,26.6,ahmedabad,multifamily housing,naturally ventilated,4,2.1,27.60833333333333,india
45241,45242,289,2021-03-10T00:00:00Z,winter,,25.0,male,,,31.4,,31.4,,30.58,29.34,30.5,,30.5,,87.9,0.4,,0.4,,1.1,0.35,1.1,1.1,1.1,1.1,0.0,acceptable,warmer,6.0,unacceptable,more,,1.0,0.0,,0.0,,27.94,38.8639536019397,31.2,,,1.28,39.5,28.7,ahmedabad,multifamily housing,mixed mode,5,2.1,28.497222222222224,india
