index,record_id,building_id,timestamp,season,subject_id,age,gender,ht,wt,ta,ta_h,ta_m,ta_l,top,tr,tg,tg_h,tg_m,tg_l,rh,vel,vel_h,vel_m,vel_l,met,clo,activity_10,activity_20,activity_30,activity_60,thermal_sensation,thermal_acceptability,thermal_preference,thermal_comfort,air_movement_acceptability,air_movement_preference,blind_curtain,fan,window,door,heater,rh_out,t_out_monthly,rh_out_isd,set,pmv,ppd,pmv_ce,ppd_ce,t_mot_isd,city,building_type,cooling_type,records,database,t_out_combined,country
45089,45090,256,2021-03-20T00:00:00Z,winter,,25.0,female,,,32.3,,32.3,,32.56,33.17,32.7,,32.7,,87.7,0.35,,0.35,,2.33,0.51,1.8,2.5,2.5,2.5,0.0,acceptable,cooler,5.0,acceptable,more,,1.0,1.0,,0.0,,27.94,34.9715811615844,37.8,,,2.19,84.5,29.8,ahmedabad,multifamily housing,naturally ventilated,5,2.1,30.11111111111111,india
45090,45091,256,2021-03-20T00:00:00Z,winter,,35.0,male,,,32.3,,32.3,,32.64,33.15,32.7,,32.7,,82.8,0.34,,0.34,,1.0,0.33,1.0,1.0,1.0,1.0,0.0,acceptable,cooler,2.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,34.9715811615844,33.1,,,2.16,83.4,29.8,ahmedabad,multifamily housing,naturally ventilated,5,2.1,30.11111111111111,india
45091,45092,257,2020-03-19T00:00:00Z,winter,,35.0,female,,,30.0,,30.0,,30.29,30.57,30.5,,30.5,,44.2,0.01,,0.01,,1.08,0.57,1.0,1.1,1.1,1.1,-1.0,acceptable,cooler,5.0,acceptable,more,,0.0,0.0,,0.0,,27.94,32.05947145571662,29.8,1.71,62.2,1.71,62.2,25.6,ahmedabad,multifamily housing,naturally ventilated,1,2.1,29.87638888888889,india
45092,45093,258,2020-03-19T00:00:00Z,winter,,45.0,female,,,30.6,,30.6,,30.67,30.79,30.7,,30.7,,38.7,0.21,,0.21,,1.23,0.57,1.0,1.0,1.8,1.1,2.0,acceptable,cooler,5.0,acceptable,more,,1.0,1.0,,0.0,,27.94,32.05947145571662,29.7,,,1.2,35.4,25.6,ahmedabad,multifamily housing,naturally ventilated,3,2.1,29.87638888888889,india
45093,45094,258,2021-02-10T00:00:00Z,winter,,45.0,female,,,26.7,,26.7,,26.51,26.24,26.4,,26.4,,76.8,0.09,,0.09,,1.75,0.62,1.5,1.5,1.5,2.5,2.0,acceptable,cooler,6.0,acceptable,no change,,0.0,1.0,,0.0,,22.77,51.05566044900675,30.1,1.09,30.3,0.79,18.2,21.0,ahmedabad,multifamily housing,naturally ventilated,3,2.1,22.9,india
45094,45095,258,2021-03-20T00:00:00Z,winter,,45.0,female,,,32.4,,32.4,,32.66,33.26,32.7,,32.7,,82.2,0.77,,0.77,,1.63,0.4,1.0,1.5,1.5,2.5,3.0,unacceptable,cooler,3.0,unacceptable,more,,1.0,1.0,,0.0,,27.94,34.9715811615844,34.5,,,1.59,55.7,29.8,ahmedabad,multifamily housing,naturally ventilated,3,2.1,30.11111111111111,india
45095,45096,259,2020-03-14T00:00:00Z,winter,,35.0,female,,,25.6,,25.6,,25.93,26.41,26.0,,26.0,,32.9,0.26,,0.26,,1.95,0.62,1.8,1.0,2.5,2.5,0.0,acceptable,no change,5.0,acceptable,less,,1.0,1.0,,0.0,,27.94,30.107150759325844,27.1,0.74,16.4,0.17,5.6,23.5,ahmedabad,multifamily housing,mixed mode,3,2.1,23.27777777777778,india
45096,45097,259,2021-02-27T00:00:00Z,winter,,35.0,female,,,28.8,,28.8,,29.26,30.33,29.3,,29.3,,79.4,0.86,,0.86,,1.68,0.53,1.4,1.4,1.4,2.5,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,46.46854447935672,30.4,,,0.67,14.4,25.8,ahmedabad,multifamily housing,mixed mode,3,2.1,28.12361111111111,india
45097,45098,259,2021-03-20T00:00:00Z,winter,,35.0,female,,,30.5,,30.5,,30.89,31.48,30.9,,30.9,,86.1,0.49,,0.49,,1.1,0.44,1.0,1.2,1.2,1.0,0.0,acceptable,warmer,5.0,acceptable,no change,,1.0,0.0,,0.0,,27.94,34.9715811615844,31.0,,,1.33,42.0,29.8,ahmedabad,multifamily housing,mixed mode,3,2.1,30.11111111111111,india
45098,45099,260,2020-03-14T00:00:00Z,winter,,55.0,female,,,25.7,,25.7,,26.1,26.71,26.2,,26.2,,28.2,0.25,,0.25,,2.15,0.59,1.8,1.8,2.5,2.5,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,0.0,,0.0,,27.94,30.107150759325844,27.2,0.9,22.0,0.19,5.7,23.5,ahmedabad,multifamily housing,mixed mode,4,2.1,23.27777777777778,india
45099,45100,260,2020-03-14T00:00:00Z,winter,,55.0,male,,,25.9,,25.9,,26.24,26.75,26.3,,26.3,,27.7,0.3,,0.3,,1.05,0.42,1.0,1.0,1.1,1.1,0.0,acceptable,no change,6.0,acceptable,no change,,1.0,0.0,,0.0,,27.94,30.107150759325844,23.1,-0.73,16.1,-0.73,16.3,23.5,ahmedabad,multifamily housing,mixed mode,4,2.1,23.27777777777778,india
45100,45101,260,2021-02-27T00:00:00Z,winter,,55.0,female,,,28.5,,28.5,,28.66,28.9,28.7,,28.7,,84.1,0.25,,0.25,,1.8,0.59,1.8,1.8,1.8,1.8,1.0,acceptable,cooler,6.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,46.46854447935672,33.2,1.62,57.2,1.11,30.9,25.8,ahmedabad,multifamily housing,mixed mode,4,2.1,28.12361111111111,india
45102,45103,261,2020-03-14T00:00:00Z,winter,,55.0,female,,,26.0,,26.0,,26.37,26.93,26.5,,26.5,,29.4,0.19,,0.19,,1.48,0.59,1.0,1.2,1.2,2.5,0.0,acceptable,no change,6.0,acceptable,no change,,0.0,0.0,,0.0,,27.94,30.107150759325844,26.1,0.42,8.8,0.14,5.4,23.5,ahmedabad,multifamily housing,mixed mode,3,2.1,23.27777777777778,india
45103,45104,261,2020-03-14T00:00:00Z,winter,,55.0,male,,,25.9,,25.9,,26.16,26.42,26.3,,26.3,,27.8,0.03,,0.03,,1.1,0.64,1.1,1.1,1.1,1.1,0.0,acceptable,no change,6.0,unacceptable,more,,0.0,0.0,,0.0,,27.94,30.107150759325844,25.7,0.36,7.7,0.36,7.7,23.5,ahmedabad,multifamily housing,mixed mode,3,2.1,23.27777777777778,india
45104,45105,261,2021-02-27T00:00:00Z,winter,,55.0,female,,,28.6,,28.6,,29.06,30.12,29.0,,29.0,,83.0,1.43,,1.43,,1.1,0.57,1.1,1.1,1.1,1.1,0.0,acceptable,no change,6.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,46.46854447935672,26.8,,,0.34,7.4,25.8,ahmedabad,multifamily housing,mixed mode,3,2.1,28.12361111111111,india
45105,45106,262,2020-03-14T00:00:00Z,winter,,55.0,female,,,26.5,,26.5,,26.56,26.63,26.6,,26.6,,33.1,0.02,,0.02,,1.38,0.57,2.5,1.0,1.0,1.0,0.0,acceptable,no change,6.0,acceptable,no change,,0.0,0.0,,0.0,,27.94,30.107150759325844,26.0,0.61,12.8,0.61,12.8,23.5,ahmedabad,multifamily housing,mixed mode,3,2.1,23.27777777777778,india
45106,45107,262,2020-03-14T00:00:00Z,winter,,25.0,female,,,26.8,,26.8,,26.91,27.07,27.0,,27.0,,31.9,0.04,,0.04,,1.75,0.53,1.0,1.0,2.5,2.5,0.0,acceptable,no change,5.0,acceptable,no change,,0.0,0.0,,0.0,,27.94,30.107150759325844,26.5,0.86,20.6,0.56,11.5,23.5,ahmedabad,multifamily housing,mixed mode,3,2.1,23.27777777777778,india
45107,45108,262,2021-03-20T00:00:00Z,winter,,55.0,female,,,31.5,,31.5,,31.76,32.16,31.8,,31.8,,84.4,0.36,,0.36,,1.0,0.57,1.0,1.0,1.0,1.0,0.0,acceptable,cooler,6.0,acceptable,no change,,0.0,1.0,,0.0,,27.94,34.9715811615844,33.8,,,2.06,79.4,29.8,ahmedabad,multifamily housing,mixed mode,3,2.1,30.11111111111111,india
45108,45109,262,2021-03-20T00:00:00Z,winter,,25.0,female,,,31.6,,31.6,,31.81,32.12,31.9,,31.9,,83.8,0.16,,0.16,,1.65,0.51,1.8,1.8,1.8,1.2,0.0,acceptable,no change,5.0,acceptable,more,,0.0,1.0,,0.0,,27.94,34.9715811615844,35.8,,,1.83,68.7,29.8,ahmedabad,multifamily housing,mixed mode,3,2.1,30.11111111111111,india
45109,45110,262,2021-03-20T00:00:00Z,winter,,25.0,female,,,31.4,,31.4,,31.69,32.11,31.8,,31.8,,83.5,0.18,,0.18,,1.5,0.51,1.2,1.2,1.8,1.8,0.0,acceptable,cooler,6.0,acceptable,no change,,0.0,1.0,,0.0,,27.94,34.9715811615844,35.4,,,1.93,73.6,29.8,ahmedabad,multifamily housing,mixed mode,3,2.1,30.11111111111111,india
45110,45111,263,2020-03-14T00:00:00Z,winter,,45.0,female,,,28.5,,28.5,,28.5,28.5,28.5,,28.5,,24.9,0.02,,0.02,,2.13,0.59,1.0,2.5,2.5,2.5,0.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,27.94,30.107150759325844,28.7,1.52,52.2,0.91,22.3,23.5,ahmedabad,multifamily housing,mixed mode,2,2.1,23.27777777777778,india
45111,45112,263,2020-03-14T00:00:00Z,winter,,25.0,female,,,28.6,,28.6,,28.6,28.6,28.6,,28.6,,24.4,0.01,,0.01,,1.05,0.53,1.0,1.2,1.0,1.0,0.0,acceptable,cooler,5.0,acceptable,no change,,0.0,1.0,,0.0,,27.94,30.107150759325844,27.0,0.88,21.3,0.88,21.3,23.5,ahmedabad,multifamily housing,mixed mode,2,2.1,23.27777777777778,india
45112,45113,264,2020-03-19T00:00:00Z,winter,,45.0,female,,,30.9,,30.9,,31.2,31.66,31.2,,31.2,,35.8,0.54,,0.54,,1.05,0.59,1.0,1.0,1.0,1.2,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,32.05947145571662,27.7,,,0.9,22.1,25.6,ahmedabad,multifamily housing,naturally ventilated,2,2.1,29.87638888888889,india
45113,45114,264,2020-03-19T00:00:00Z,winter,,55.0,male,,,30.8,,30.8,,31.15,31.66,31.2,,31.2,,35.9,0.34,,0.34,,1.0,0.42,1.0,1.0,1.0,1.0,-2.0,acceptable,no change,3.0,unacceptable,less,,1.0,1.0,,0.0,,27.94,32.05947145571662,27.4,,,0.92,22.7,25.6,ahmedabad,multifamily housing,naturally ventilated,2,2.1,29.87638888888889,india
45117,45118,265,2021-02-13T00:00:00Z,winter,,45.0,female,,,27.2,,27.2,,27.15,27.08,27.1,,27.1,,83.8,0.02,,0.02,,1.88,0.61,1.8,1.8,1.8,2.1,0.0,acceptable,no change,5.0,unacceptable,more,,0.0,1.0,,0.0,,22.77,36.11540678399615,31.8,1.41,46.0,1.13,32.0,,ahmedabad,multifamily housing,naturally ventilated,6,2.1,27.46666666666667,india
45118,45119,265,2021-03-13T00:00:00Z,winter,,45.0,female,,,31.1,,31.1,,31.43,32.18,31.5,,31.5,,83.6,0.66,,0.66,,2.05,0.61,1.8,1.8,2.5,2.1,0.0,acceptable,cooler,4.0,acceptable,more,,1.0,1.0,,0.0,,27.94,37.499810024632616,35.9,,,1.5,50.8,28.7,ahmedabad,multifamily housing,naturally ventilated,6,2.1,27.816666666666663,india
45119,45120,265,2021-04-03T00:00:00Z,winter,,45.0,female,,,31.8,,31.8,,31.88,32.07,31.9,,31.9,,87.2,0.63,,0.63,,2.2,0.76,2.1,2.1,2.1,2.5,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,33.29,38.94014832883916,38.3,,,2.0,76.6,32.3,ahmedabad,multifamily housing,naturally ventilated,6,2.1,32.74722222222222,india
45123,45124,266,2021-01-01T00:00:00Z,winter,,45.0,female,,,23.6,,23.6,,23.28,22.97,23.1,,23.1,,74.9,0.02,,0.02,,1.05,0.8,1.0,1.8,0.7,0.7,0.0,unacceptable,warmer,4.0,acceptable,no change,,0.0,1.0,,0.0,,19.35,50.83363428135979,25.2,0.03,5.0,0.03,5.0,17.6,ahmedabad,multifamily housing,naturally ventilated,7,2.1,20.552777777777777,india
45125,45126,266,2021-03-13T00:00:00Z,winter,,45.0,female,,,31.3,,31.3,,31.55,32.12,31.5,,31.5,,84.8,1.75,,1.75,,2.1,0.61,2.1,2.1,2.1,2.1,2.0,unacceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,37.499810024632616,34.7,,,,,28.7,ahmedabad,multifamily housing,naturally ventilated,7,2.1,27.816666666666663,india
45126,45127,266,2021-04-03T00:00:00Z,winter,,45.0,female,,,31.5,,31.5,,32.0,33.18,31.9,,31.9,,84.5,1.87,,1.87,,2.33,0.62,1.8,2.5,2.5,2.5,2.0,unacceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,33.29,38.94014832883916,35.6,,,,,32.3,ahmedabad,multifamily housing,naturally ventilated,7,2.1,32.74722222222222,india
45135,45136,267,2021-02-01T00:00:00Z,winter,,45.0,female,,,23.9,,23.9,,23.5,22.89,23.2,,23.2,,77.5,0.06,,0.06,,1.6,0.86,1.8,1.8,1.8,1.0,0.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,22.77,40.68568024271717,28.6,0.59,12.2,0.47,9.6,17.9,ahmedabad,multifamily housing,mixed mode,7,2.1,20.74652777777778,india
45137,45138,267,2021-02-13T00:00:00Z,winter,,45.0,female,,,28.9,,28.9,,29.43,29.95,29.7,,29.7,,80.1,0.04,,0.04,,1.43,0.59,1.4,1.5,1.4,1.4,0.0,acceptable,no change,5.0,unacceptable,more,,0.0,1.0,,0.0,,22.77,36.11540678399615,32.5,1.72,62.8,1.67,59.9,,ahmedabad,multifamily housing,mixed mode,7,2.1,27.46666666666667,india
45138,45139,267,2021-02-13T00:00:00Z,winter,,25.0,female,,,28.5,,28.5,,28.88,29.27,29.1,,29.1,,82.3,0.03,,0.03,,1.4,0.42,1.4,1.5,1.5,1.2,0.0,acceptable,no change,3.0,acceptable,more,,0.0,1.0,,0.0,,22.77,36.11540678399615,30.4,1.45,48.4,1.47,49.4,,ahmedabad,multifamily housing,mixed mode,7,2.1,27.46666666666667,india
45139,45140,267,2021-02-13T00:00:00Z,winter,,25.0,male,,,27.7,,27.7,,28.0,28.44,28.1,,28.1,,82.2,0.19,,0.19,,1.4,0.51,1.1,1.5,1.5,1.5,1.0,acceptable,cooler,3.0,unacceptable,more,,1.0,0.0,,0.0,,22.77,36.11540678399615,30.1,1.1,30.7,0.83,19.7,,ahmedabad,multifamily housing,mixed mode,7,2.1,27.46666666666667,india
45140,45141,267,2021-03-01T00:00:00Z,winter,,25.0,male,,,23.5,,23.5,,23.66,23.82,23.7,,23.7,,74.6,0.1,,0.1,,1.18,0.28,1.0,1.2,1.4,1.1,-1.0,acceptable,warmer,3.0,unacceptable,more,,0.0,1.0,,0.0,,27.94,42.037567282481376,21.4,-1.01,26.7,-0.87,20.8,27.0,ahmedabad,multifamily housing,mixed mode,7,2.1,27.21666666666667,india
45142,45143,267,2021-03-13T00:00:00Z,winter,,25.0,female,,,31.9,,31.9,,31.83,31.73,31.8,,31.8,,87.2,0.16,,0.16,,1.45,0.27,1.4,1.4,1.5,1.5,1.0,acceptable,cooler,3.0,acceptable,less,,1.0,1.0,,0.0,,27.94,37.499810024632616,34.8,,,1.91,72.7,28.7,ahmedabad,multifamily housing,mixed mode,7,2.1,27.816666666666663,india
45143,45144,267,2021-03-13T00:00:00Z,winter,,25.0,male,,,32.5,,32.5,,31.95,30.65,31.9,,31.9,,87.9,0.9,,0.9,,1.3,0.43,1.8,1.1,1.1,1.2,0.0,acceptable,no change,6.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,37.499810024632616,33.9,,,1.51,51.5,28.7,ahmedabad,multifamily housing,mixed mode,7,2.1,27.816666666666663,india
45144,45145,267,2021-04-03T00:00:00Z,winter,,45.0,female,,,32.9,,32.9,,33.52,34.96,33.5,,33.5,,86.5,1.22,,1.22,,1.48,0.51,1.1,2.5,1.2,1.1,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,1.0,,0.0,,33.29,38.94014832883916,35.3,,,1.82,67.8,32.3,ahmedabad,multifamily housing,mixed mode,7,2.1,32.74722222222222,india
45145,45146,267,2021-04-03T00:00:00Z,winter,,55.0,male,,,33.3,,33.3,,33.81,35.0,33.8,,33.8,,85.0,1.2,,1.2,,1.03,0.42,1.2,0.7,0.7,1.5,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,33.29,38.94014832883916,33.9,,,2.22,85.5,32.3,ahmedabad,multifamily housing,mixed mode,7,2.1,32.74722222222222,india
45146,45147,267,2021-04-03T00:00:00Z,winter,,25.0,female,,,32.6,,32.6,,33.25,34.77,33.5,,33.5,,82.3,0.5,,0.5,,1.48,0.47,1.2,1.8,1.8,1.1,1.0,unacceptable,cooler,3.0,unacceptable,more,,0.0,0.0,,0.0,,33.29,38.94014832883916,35.7,,,1.92,73.2,32.3,ahmedabad,multifamily housing,mixed mode,7,2.1,32.74722222222222,india
45147,45148,267,2021-04-03T00:00:00Z,winter,,25.0,male,,,31.9,,31.9,,32.17,32.57,32.2,,32.2,,85.0,0.38,,0.38,,1.15,0.43,1.8,1.4,0.7,0.7,0.0,acceptable,no change,4.0,acceptable,less,,1.0,0.0,,0.0,,33.29,38.94014832883916,34.1,,,1.96,74.9,32.3,ahmedabad,multifamily housing,mixed mode,7,2.1,32.74722222222222,india
45148,45149,268,2021-01-28T00:00:00Z,winter,,35.0,female,,,22.4,,22.4,,22.81,23.22,22.9,,22.9,,74.8,0.11,,0.11,,1.13,0.57,1.1,1.1,1.1,1.2,-1.0,acceptable,warmer,5.0,acceptable,no change,,0.0,0.0,,0.0,,19.35,46.88186741990408,22.9,-0.62,13.1,-0.49,10.0,18.5,ahmedabad,multifamily housing,naturally ventilated,2,2.1,17.4375,india
45149,45150,268,2021-03-20T00:00:00Z,winter,,35.0,female,,,31.5,,31.5,,32.03,33.28,32.0,,32.0,,84.0,1.3,,1.3,,1.08,0.51,1.1,1.1,1.1,1.0,0.0,acceptable,no change,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,34.9715811615844,31.2,,,1.44,47.5,29.8,ahmedabad,multifamily housing,naturally ventilated,2,2.1,30.11111111111111,india
45150,45151,269,2021-01-28T00:00:00Z,winter,,45.0,female,,,22.2,,22.2,,22.52,22.84,22.6,,22.6,,74.7,0.1,,0.1,,1.13,0.87,1.1,1.1,1.1,1.2,0.0,acceptable,warmer,5.0,acceptable,no change,,0.0,1.0,,0.0,,19.35,46.88186741990408,25.2,-0.05,5.1,0.04,5.0,18.5,ahmedabad,multifamily housing,naturally ventilated,6,2.1,17.4375,india
45151,45152,269,2021-01-28T00:00:00Z,winter,,35.0,female,,,22.2,,22.2,,22.47,22.88,22.6,,22.6,,79.9,0.13,,0.13,,1.25,0.6,1.1,1.1,1.1,1.7,-1.0,acceptable,warmer,5.0,acceptable,less,,0.0,1.0,,0.0,,19.35,46.88186741990408,23.4,-0.55,11.4,-0.5,10.3,18.5,ahmedabad,multifamily housing,naturally ventilated,6,2.1,17.4375,india
45152,45153,269,2021-02-27T00:00:00Z,winter,,45.0,female,,,29.1,,29.1,,29.49,30.08,29.5,,29.5,,81.2,0.49,,0.49,,1.0,0.42,1.0,1.0,1.0,1.0,0.0,acceptable,cooler,5.0,acceptable,more,,1.0,1.0,,0.0,,22.77,46.46854447935672,27.4,0.98,25.3,0.6,12.5,25.8,ahmedabad,multifamily housing,naturally ventilated,6,2.1,28.12361111111111,india
45153,45154,269,2021-02-27T00:00:00Z,winter,,35.0,female,,,29.4,,29.4,,29.59,29.88,29.6,,29.6,,78.9,0.46,,0.46,,1.18,0.4,1.1,1.1,1.1,1.4,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,46.46854447935672,28.4,1.22,36.3,0.72,16.0,25.8,ahmedabad,multifamily housing,naturally ventilated,6,2.1,28.12361111111111,india
45154,45155,269,2021-03-20T00:00:00Z,winter,,45.0,female,,,32.1,,32.1,,32.23,32.35,32.3,,32.3,,81.2,0.03,,0.03,,1.3,0.51,1.2,1.2,1.0,1.8,0.0,acceptable,cooler,5.0,acceptable,more,,0.0,1.0,,0.0,,27.94,34.9715811615844,36.2,,,2.58,95.0,29.8,ahmedabad,multifamily housing,naturally ventilated,6,2.1,30.11111111111111,india
45155,45156,269,2021-03-20T00:00:00Z,winter,,35.0,female,,,31.9,,31.9,,32.14,32.51,32.2,,32.2,,83.1,0.28,,0.28,,1.15,0.36,1.2,1.2,1.2,1.0,1.0,acceptable,cooler,5.0,acceptable,more,,0.0,1.0,,0.0,,27.94,34.9715811615844,33.9,,,1.99,76.5,29.8,ahmedabad,multifamily housing,naturally ventilated,6,2.1,30.11111111111111,india
45161,45162,271,2021-02-14T00:00:00Z,winter,,55.0,female,,,27.5,,27.5,,28.19,28.89,28.4,,28.4,,79.4,0.09,,0.09,,1.25,0.61,1.4,1.4,1.2,1.0,1.0,acceptable,cooler,4.0,acceptable,more,,0.0,1.0,,0.0,,22.77,48.66517319833647,30.5,1.27,38.7,1.26,38.2,,ahmedabad,multifamily housing,mixed mode,1,2.1,24.1625,india
45162,45163,271,2021-02-14T00:00:00Z,winter,,55.0,male,,,28.9,,28.9,,29.14,29.38,29.2,,29.2,,86.9,0.11,,0.11,,1.0,0.79,0.8,1.0,1.2,1.0,0.0,acceptable,no change,5.0,acceptable,more,,0.0,1.0,,0.0,,22.77,48.66517319833647,33.8,1.83,68.7,1.83,68.7,,ahmedabad,multifamily housing,mixed mode,1,2.1,24.1625,india
45163,45164,271,2021-02-14T00:00:00Z,winter,,25.0,female,,,27.9,,27.9,,27.9,27.9,27.9,,27.9,,79.3,0.07,,0.07,,2.25,0.58,1.0,1.0,3.5,3.5,0.0,acceptable,cooler,5.0,acceptable,more,,0.0,1.0,,0.0,,22.77,48.66517319833647,32.9,1.79,66.7,1.22,36.2,,ahmedabad,multifamily housing,mixed mode,1,2.1,24.1625,india
45164,45165,271,2021-03-19T00:00:00Z,winter,,55.0,female,,,32.3,,32.3,,32.67,33.54,32.8,,32.8,,81.2,0.53,,0.53,,1.4,0.52,1.0,1.0,1.8,1.8,1.0,unacceptable,cooler,3.0,unacceptable,more,,1.0,1.0,,0.0,,27.94,36.47338402656679,34.9,,,1.89,71.7,29.8,ahmedabad,multifamily housing,mixed mode,1,2.1,29.647222222222226,india
45165,45166,271,2021-03-19T00:00:00Z,winter,,55.0,male,,,32.3,,32.3,,32.8,33.54,32.8,,32.8,,81.2,0.53,,0.53,,1.1,0.2,1.2,1.2,1.0,1.0,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,36.47338402656679,30.7,,,1.57,54.8,29.8,ahmedabad,multifamily housing,mixed mode,1,2.1,29.647222222222226,india
45166,45167,271,2021-03-19T00:00:00Z,winter,,25.0,female,,,32.3,,32.3,,32.73,33.74,32.7,,32.7,,84.0,1.35,,1.35,,1.15,0.2,1.2,1.2,1.1,1.1,0.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,27.94,36.47338402656679,28.9,,,1.02,26.9,29.8,ahmedabad,multifamily housing,mixed mode,1,2.1,29.647222222222226,india
45167,45168,272,2021-01-31T00:00:00Z,winter,,55.0,female,,,23.4,,23.4,,23.74,24.26,24.0,,24.0,,76.8,0.06,,0.06,,1.65,0.6,1.2,1.8,1.8,1.8,1.0,acceptable,no change,4.0,acceptable,no change,,0.0,0.0,,0.0,,19.35,41.7518915625533,26.2,0.31,7.0,0.18,5.7,17.7,ahmedabad,multifamily housing,naturally ventilated,6,2.1,18.793055555555554,india
45168,45169,272,2021-01-31T00:00:00Z,winter,,55.0,male,,,23.4,,23.4,,23.94,24.47,24.1,,24.1,,76.6,0.08,,0.08,,1.0,0.35,1.0,1.0,1.0,1.0,0.0,acceptable,no change,6.0,acceptable,no change,,0.0,0.0,,0.0,,19.35,41.7518915625533,22.2,-1.05,28.4,-1.05,28.4,17.7,ahmedabad,multifamily housing,naturally ventilated,6,2.1,18.793055555555554,india
45170,45171,272,2021-02-27T00:00:00Z,winter,,55.0,female,,,30.5,,30.5,,31.01,32.19,31.0,,31.0,,84.0,1.12,,1.12,,1.05,0.61,1.0,1.0,1.0,1.2,-1.0,acceptable,warmer,4.0,acceptable,less,,1.0,1.0,,0.0,,22.77,46.46854447935672,30.6,,,1.26,38.3,25.8,ahmedabad,multifamily housing,naturally ventilated,6,2.1,28.12361111111111,india
45171,45172,272,2021-02-27T00:00:00Z,winter,,55.0,male,,,30.5,,30.5,,31.01,32.19,31.0,,31.0,,84.0,1.12,,1.12,,1.0,0.42,1.0,1.0,1.0,1.0,0.0,acceptable,no change,6.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,46.46854447935672,28.4,,,0.85,20.1,25.8,ahmedabad,multifamily housing,naturally ventilated,6,2.1,28.12361111111111,india
45172,45173,272,2021-02-27T00:00:00Z,winter,,25.0,female,,,30.5,,30.5,,30.93,31.94,30.9,,30.9,,83.2,1.32,,1.32,,1.13,0.4,1.0,1.0,1.0,1.5,1.0,acceptable,cooler,5.0,acceptable,no change,,1.0,1.0,,0.0,,22.77,46.46854447935672,28.2,,,0.73,16.3,25.8,ahmedabad,multifamily housing,naturally ventilated,6,2.1,28.12361111111111,india
45173,45174,273,2021-02-10T00:00:00Z,winter,,55.0,female,,,25.5,,25.5,,25.72,26.06,25.8,,25.8,,76.3,0.19,,0.19,,1.6,0.59,1.8,1.8,1.8,1.0,0.0,acceptable,no change,5.0,acceptable,more,,0.0,1.0,,0.0,,22.77,51.05566044900675,28.2,0.64,13.6,0.36,7.6,21.0,ahmedabad,multifamily housing,naturally ventilated,4,2.1,22.9,india
45174,45175,273,2021-02-10T00:00:00Z,winter,,55.0,male,,,25.7,,25.7,,25.94,26.3,26.0,,26.0,,78.8,0.25,,0.25,,1.35,0.61,1.4,1.4,1.4,1.2,0.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,22.77,51.05566044900675,28.0,0.48,9.8,0.27,6.5,21.0,ahmedabad,multifamily housing,naturally ventilated,4,2.1,22.9,india
45175,45176,273,2021-02-10T00:00:00Z,winter,,25.0,female,,,26.1,,26.1,,26.03,25.96,26.0,,26.0,,76.9,0.06,,0.06,,1.0,0.77,1.0,1.0,1.0,1.0,-1.0,acceptable,no change,5.0,acceptable,no change,,0.0,1.0,,0.0,,22.77,51.05566044900675,28.3,0.77,17.4,0.77,17.4,21.0,ahmedabad,multifamily housing,naturally ventilated,4,2.1,22.9,india
45176,45177,273,2021-02-10T00:00:00Z,winter,,25.0,male,,,25.8,,25.8,,25.95,26.09,26.0,,26.0,,82.3,0.07,,0.07,,1.4,0.37,1.2,1.4,1.5,1.5,-3.0,acceptable,warmer,5.0,acceptable,no change,,0.0,1.0,,0.0,,22.77,51.05566044900675,25.8,0.38,7.9,0.36,7.8,21.0,ahmedabad,multifamily housing,naturally ventilated,4,2.1,22.9,india
45180,45181,274,2021-03-12T00:00:00Z,winter,,55.0,female,,,28.8,,28.8,,29.18,29.56,29.32,,29.32,,79.8,0.07,,0.07,,1.18,0.57,1.2,1.2,1.2,1.1,0.0,acceptable,no change,6.0,acceptable,no change,,1.0,0.0,,0.0,,27.94,40.51937088978429,31.6,1.63,57.8,1.63,57.8,28.7,ahmedabad,multifamily housing,naturally ventilated,5,2.1,28.709722222222226,india
